Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"total = getText(findTestObject(""CheckoutPage/text_Total""))",Chrome 87.0.4280.88,,,2020-12-18 01:33:03,2020-12-18 01:33:03,0.310s,PASSED
"click(findTestObject(""CheckoutPage/button_Finish""))",Chrome 87.0.4280.88,,,2020-12-18 01:33:03,2020-12-18 01:33:04,0.464s,PASSED
"click(findTestObject(""FinishPage/text_ThankYouForYourOrder""))",Chrome 87.0.4280.88,,,2020-12-18 01:33:04,2020-12-18 01:33:04,0.446s,PASSED
today = new java.util.Date(),Chrome 87.0.4280.88,,,2020-12-18 01:33:04,2020-12-18 01:33:04,0.000s,PASSED
"todaysDate = today.format(""yyyMMMdd"")",Chrome 87.0.4280.88,,,2020-12-18 01:33:04,2020-12-18 01:33:04,0.000s,PASSED
"nowTime = today.format(""HH:mms:s"")",Chrome 87.0.4280.88,,,2020-12-18 01:33:04,2020-12-18 01:33:04,0.000s,PASSED
output = new java.io.File(output.txt),Chrome 87.0.4280.88,,,2020-12-18 01:33:04,2020-12-18 01:33:04,0.000s,PASSED
output.createNewFile(),Chrome 87.0.4280.88,,,2020-12-18 01:33:04,2020-12-18 01:33:04,0.001s,PASSED
"text = text + $testID;$firstName;$lastName;$zip;$paymentInfo;$shippingInfo;$itemTotal;$tax;$total;$todaysDate;$nowTime
",Chrome 87.0.4280.88,,,2020-12-18 01:33:04,2020-12-18 01:33:04,0.002s,PASSED
closeBrowser(),Chrome 87.0.4280.88,,,2020-12-18 01:33:04,2020-12-18 01:33:05,0.740s,PASSED
